year,month,day,MJO_120W
2018,11,19,-0.64
2018,11,24,-0.06
2018,11,29,1.12
2018,12,4,1.61
2018,12,9,0.52
2018,12,14,-1.12
2018,12,19,-1.69
2018,12,24,-2.37
2018,12,29,-2.14
2019,1,3,0.14
2019,1,8,-1.68
2019,1,13,-0.4
2019,1,18,1.35
2019,1,23,0.75
2019,1,28,-0.9
2019,2,2,-0.89
2019,2,7,-0.1
2019,2,12,-0.74
2019,2,17,0.44
2019,2,22,-0.87
2019,2,27,0.42
2019,3,4,2.18
2019,3,9,1.53
2019,3,14,0.43
2019,3,19,-0.3
2019,3,24,-0.19
2019,3,29,-0.28
2019,4,3,-0.72
2019,4,8,-0.8
2019,4,13,0.19
2019,4,18,0.4
2019,4,23,0.55
2019,4,28,1.49
2019,5,3,0.27
2019,5,8,-0.85
2019,5,13,-1.84
2019,5,18,-1.2
2019,5,23,-1.4
2019,5,28,-0.73
2019,6,2,1.78
2019,6,7,1.97
2019,6,12,0.93
2019,6,17,0.43
2019,6,22,-0.59
2019,6,27,-0.65
2019,7,2,-1.22
2019,7,7,-1.48
2019,7,12,-0.77
2019,7,17,-0.31
2019,7,22,-0.61
2019,7,27,-0.99
2019,8,1,0.08
2019,8,6,0.42
2019,8,11,1.23
2019,8,16,-1.36
2019,8,21,-1.02
2019,8,26,1.34
2019,8,31,0.86
2019,9,5,0.69
2019,9,10,-0.9
2019,9,15,-1.44
2019,9,20,-1.44
2019,9,25,-0.12
2019,9,30,0.38
2019,10,5,-0.12
2019,10,10,0.06
2019,10,15,-0.85
2019,10,20,0.95
2019,10,25,1.56
2019,10,30,1.08
2019,11,4,0.74
2019,11,9,-0.55
2019,11,14,-1.98
2019,11,19,-0.54
2019,11,24,1.42
2019,11,29,0.23
2019,12,4,0.17
2019,12,9,0.9
2019,12,14,1.14
2019,12,19,0.79
2019,12,24,0.39
2019,12,29,-0.54
2020,1,3,-0.06
2020,1,8,1.37
2020,1,13,1.46
2020,1,18,-0.94
2020,1,23,-1.65
2020,1,28,-0.33
2020,2,2,0.4
2020,2,7,1.01
2020,2,12,0.44
2020,2,17,0.04
2020,2,22,-0.59
2020,2,27,-0.55
2020,3,4,1.56
2020,3,9,0.11
2020,3,14,-0.39
2020,3,19,-0.53
2020,3,24,1.98
2020,3,29,2.18
2020,4,3,1.11
2020,4,8,0.39
2020,4,13,-1.56
2020,4,18,-0.17
2020,4,23,1.08
2020,4,28,2.46
2020,5,3,2.01
2020,5,8,0.39
2020,5,13,1.21
2020,5,18,1.52
2020,5,23,1.91
2020,5,28,-0.98
2020,6,2,0.08
2020,6,7,1.07
2020,6,12,0.9
2020,6,17,1.64
2020,6,22,0.89
2020,6,27,0.29
2020,7,2,0.39
2020,7,7,-0.02
2020,7,12,0.79
2020,7,17,0.77
2020,7,22,0.39
2020,7,27,1.34
2020,8,1,2.19
2020,8,6,2.15
2020,8,11,0.95
2020,8,16,-0.56
2020,8,21,-0.89
2020,8,26,0.48
2020,8,31,1.56
2020,9,5,1.69
2020,9,10,1.21
2020,9,15,1.71
2020,9,20,2.07
2020,9,25,0.87
2020,9,30,0.71
2020,10,5,0.99
2020,10,10,1.82
2020,10,15,1.92
2020,10,20,0.49
2020,10,25,0.5
2020,10,30,0.31
2020,11,4,0.42
2020,11,9,0.85
2020,11,14,0.85
2020,11,19,2.02
2020,11,24,1.98
2020,11,29,1.07
2020,12,4,1.26
2020,12,9,0.8
2020,12,14,0.9
2020,12,19,1.36
2020,12,24,0.26
2021,1,3,1.25
2021,1,8,1.73
2021,1,13,0.99
2021,1,18,0.98
2021,1,23,0.02
2021,1,28,0.17
2021,2,2,0.38
2021,2,7,-0.13
2021,2,12,0.34
2021,2,17,-0.44
2021,2,22,0.73
2021,2,27,1.23
2021,3,4,0.15
