"year","date","temp_C","site"
2020,20200615,14.77,"AQUE"
2020,20200615,16.54,"MOHK"
2020,20200616,16.59,"ABUR"
2020,20200616,15.21,"AQUE"
2020,20200616,16.63,"MOHK"
2020,20200617,16.86,"ABUR"
2020,20200617,15.74,"AQUE"
2020,20200617,16.94,"MOHK"
2020,20200618,17.6,"ABUR"
2020,20200618,16.32,"AQUE"
2020,20200618,17.61,"MOHK"
2020,20200619,17.43,"ABUR"
2020,20200619,16.69,"AQUE"
2020,20200619,17.46,"MOHK"
2020,20200620,17.35,"ABUR"
2020,20200620,16.92,"AQUE"
2020,20200620,17.39,"MOHK"
2020,20200621,17.41,"ABUR"
2020,20200621,17.03,"AQUE"
2020,20200621,17.45,"MOHK"
2020,20200622,17.7,"ABUR"
2020,20200622,17.34,"AQUE"
2020,20200622,17.7,"MOHK"
2020,20200623,18.14,"ABUR"
2020,20200623,17.52,"AQUE"
2020,20200623,18.15,"MOHK"
2020,20200624,17.93,"ABUR"
2020,20200624,17.44,"AQUE"
2020,20200624,17.94,"MOHK"
2020,20200625,17.8,"ABUR"
2020,20200625,17.33,"AQUE"
2020,20200625,17.81,"MOHK"
2020,20200626,16.95,"ABUR"
2020,20200626,16.2,"AQUE"
2020,20200626,16.97,"MOHK"
2020,20200627,16.84,"ABUR"
2020,20200627,16.38,"AQUE"
2020,20200627,16.86,"MOHK"
2020,20200628,17,"ABUR"
2020,20200628,16.45,"AQUE"
2020,20200628,16.99,"MOHK"
2020,20200629,16.98,"ABUR"
2020,20200629,16.24,"AQUE"
2020,20200629,16.94,"MOHK"
2020,20200630,16.59,"ABUR"
2020,20200630,16.47,"AQUE"
2020,20200630,16.59,"MOHK"
2020,20200701,16.56,"ABUR"
2020,20200701,16.62,"AQUE"
2020,20200701,16.56,"MOHK"
2020,20200702,16.79,"ABUR"
2020,20200702,16.26,"AQUE"
2020,20200702,16.78,"MOHK"
2020,20200703,16.88,"ABUR"
2020,20200703,16.35,"AQUE"
2020,20200703,16.88,"MOHK"
2020,20200704,17.26,"ABUR"
2020,20200704,16.23,"AQUE"
2020,20200704,17.29,"MOHK"
2020,20200705,18.15,"ABUR"
2020,20200705,16.91,"AQUE"
2020,20200705,18.16,"MOHK"
2020,20200706,18.69,"ABUR"
2020,20200706,17.51,"AQUE"
2020,20200706,18.71,"MOHK"
2020,20200707,19,"ABUR"
2020,20200707,17.66,"AQUE"
2020,20200707,19.02,"MOHK"
2020,20200708,19.13,"ABUR"
2020,20200708,17.79,"AQUE"
2020,20200708,19.13,"MOHK"
2020,20200709,18.98,"ABUR"
2020,20200709,17.68,"AQUE"
2020,20200709,18.99,"MOHK"
2020,20200710,18.71,"ABUR"
2020,20200710,17.67,"AQUE"
2020,20200710,18.72,"MOHK"
2020,20200711,18.58,"ABUR"
2020,20200711,17.6,"AQUE"
2020,20200711,18.6,"MOHK"
2020,20200712,18.37,"ABUR"
2020,20200712,17.33,"AQUE"
2020,20200712,18.39,"MOHK"
2020,20200713,17.88,"ABUR"
2020,20200713,16.67,"AQUE"
2020,20200713,17.9,"MOHK"
2020,20200714,18.1,"ABUR"
2020,20200714,16.49,"AQUE"
2020,20200714,18.09,"MOHK"
2020,20200715,18,"ABUR"
2020,20200715,16.48,"AQUE"
2020,20200715,17.98,"MOHK"
2020,20200716,18.04,"ABUR"
2020,20200716,17.36,"AQUE"
2020,20200716,18.02,"MOHK"
2020,20200717,17.97,"ABUR"
2020,20200717,17.44,"AQUE"
2020,20200717,17.94,"MOHK"
2020,20200718,18.06,"ABUR"
2020,20200718,17.87,"AQUE"
2020,20200718,18.02,"MOHK"
2020,20200719,17.96,"ABUR"
2020,20200719,17.98,"AQUE"
2020,20200719,17.95,"MOHK"
2020,20200720,18.14,"ABUR"
2020,20200720,18.12,"AQUE"
2020,20200720,18.11,"MOHK"
2020,20200721,18.08,"ABUR"
2020,20200721,17.14,"AQUE"
2020,20200721,18.07,"MOHK"
2020,20200722,17.4,"ABUR"
2020,20200722,16.33,"AQUE"
2020,20200722,17.39,"MOHK"
2020,20200723,16.84,"ABUR"
2020,20200723,16.14,"AQUE"
2020,20200723,16.84,"MOHK"
2020,20200724,16.86,"ABUR"
2020,20200724,15.99,"AQUE"
2020,20200724,16.86,"MOHK"
2020,20200725,16.78,"ABUR"
2020,20200725,15.6,"AQUE"
2020,20200725,16.8,"MOHK"
2020,20200726,16.76,"ABUR"
2020,20200726,15.46,"AQUE"
2020,20200726,16.8,"MOHK"
2020,20200727,17.44,"ABUR"
2020,20200727,16.1,"AQUE"
2020,20200727,17.45,"MOHK"
2020,20200728,17.29,"ABUR"
2020,20200728,16.04,"AQUE"
2020,20200728,17.31,"MOHK"
2020,20200729,17.17,"ABUR"
2020,20200729,15.84,"AQUE"
2020,20200729,17.18,"MOHK"
2020,20200730,17.21,"ABUR"
2020,20200730,15.71,"AQUE"
2020,20200730,17.24,"MOHK"
2020,20200731,17.64,"ABUR"
2020,20200731,16.47,"AQUE"
2020,20200731,17.67,"MOHK"
2020,20200801,17.65,"ABUR"
2020,20200801,16.87,"AQUE"
2020,20200801,17.66,"MOHK"
2020,20200802,17.61,"ABUR"
2020,20200802,16.97,"AQUE"
2020,20200802,17.61,"MOHK"
2020,20200803,17.67,"ABUR"
2020,20200803,16.93,"AQUE"
2020,20200803,17.68,"MOHK"
2020,20200804,17.55,"ABUR"
2020,20200804,16.84,"AQUE"
2020,20200804,17.55,"MOHK"
2020,20200805,17.8,"ABUR"
2020,20200805,16.59,"AQUE"
2020,20200805,17.82,"MOHK"
2020,20200806,17.86,"ABUR"
2020,20200806,16.35,"AQUE"
2020,20200806,17.89,"MOHK"
2020,20200807,17.64,"ABUR"
2020,20200807,16.37,"AQUE"
2020,20200807,17.64,"MOHK"
2020,20200808,17.54,"ABUR"
2020,20200808,16.5,"AQUE"
2020,20200808,17.55,"MOHK"
2020,20200809,17.5,"ABUR"
2020,20200809,16.52,"AQUE"
2020,20200809,17.51,"MOHK"
2020,20200810,17.64,"ABUR"
2020,20200810,17.5,"AQUE"
2020,20200810,17.66,"MOHK"
2020,20200811,16.93,"ABUR"
2020,20200811,16.3,"AQUE"
2020,20200811,16.93,"MOHK"
2020,20200812,17.06,"ABUR"
2020,20200812,16.35,"AQUE"
2020,20200812,17.06,"MOHK"
2020,20200813,16.99,"ABUR"
2020,20200813,16.11,"AQUE"
2020,20200813,17,"MOHK"
2020,20200814,17.05,"ABUR"
2020,20200814,16.14,"AQUE"
2020,20200814,17.06,"MOHK"
2020,20200815,17.24,"ABUR"
2020,20200815,16.24,"AQUE"
2020,20200815,17.26,"MOHK"
2020,20200816,17.98,"ABUR"
2020,20200816,16.55,"AQUE"
2020,20200816,18.02,"MOHK"
2020,20200817,18.67,"ABUR"
2020,20200817,17.14,"AQUE"
2020,20200817,18.7,"MOHK"
2020,20200818,19.17,"ABUR"
2020,20200818,17.66,"AQUE"
2020,20200818,19.21,"MOHK"
2020,20200819,19.82,"ABUR"
2020,20200819,18.29,"AQUE"
2020,20200819,19.85,"MOHK"
2020,20200820,20.01,"ABUR"
2020,20200820,18.34,"AQUE"
2020,20200820,20.04,"MOHK"
2020,20200821,20.96,"ABUR"
2020,20200821,19.38,"AQUE"
2020,20200821,20.98,"MOHK"
2020,20200822,21.22,"ABUR"
2020,20200822,20.04,"AQUE"
2020,20200822,21.24,"MOHK"
2020,20200823,21.27,"ABUR"
2020,20200823,20.3,"AQUE"
2020,20200823,21.28,"MOHK"
2020,20200824,20.84,"ABUR"
2020,20200824,20.44,"AQUE"
2020,20200824,20.85,"MOHK"
2020,20200825,20.52,"ABUR"
2020,20200825,20.06,"AQUE"
2020,20200825,20.53,"MOHK"
2020,20200826,20.1,"ABUR"
2020,20200826,18.79,"AQUE"
2020,20200826,20.12,"MOHK"
2020,20200827,19.06,"ABUR"
2020,20200827,17.62,"AQUE"
2020,20200827,19.1,"MOHK"
2020,20200828,18.18,"ABUR"
2020,20200828,17.33,"AQUE"
2020,20200828,18.2,"MOHK"
2020,20200829,18.02,"ABUR"
2020,20200829,17.51,"AQUE"
2020,20200829,18.04,"MOHK"
2020,20200830,17.93,"ABUR"
2020,20200830,17.12,"AQUE"
2020,20200830,17.95,"MOHK"
2020,20200831,18.2,"ABUR"
2020,20200831,17.69,"AQUE"
2020,20200831,18.19,"MOHK"
2020,20200901,18.31,"ABUR"
2020,20200901,17.73,"AQUE"
2020,20200901,18.29,"MOHK"
2020,20200902,18.45,"ABUR"
2020,20200902,17.99,"AQUE"
2020,20200902,18.44,"MOHK"
2020,20200903,18.43,"ABUR"
2020,20200903,17.95,"AQUE"
2020,20200903,18.43,"MOHK"
2020,20200904,19.6,"ABUR"
2020,20200904,19.18,"AQUE"
2020,20200904,19.59,"MOHK"
2020,20200905,19.92,"ABUR"
2020,20200905,19.59,"AQUE"
2020,20200905,19.92,"MOHK"
2020,20200906,19.93,"ABUR"
2020,20200906,19.72,"AQUE"
2020,20200906,19.92,"MOHK"
2020,20200907,19.99,"ABUR"
2020,20200907,19.73,"AQUE"
2020,20200907,19.98,"MOHK"
2020,20200908,20.08,"ABUR"
2020,20200908,19.63,"AQUE"
2020,20200908,20.07,"MOHK"
2020,20200909,19.69,"ABUR"
2020,20200909,18.45,"AQUE"
2020,20200909,19.7,"MOHK"
2020,20200910,18.31,"ABUR"
2020,20200910,17.81,"AQUE"
2020,20200910,18.32,"MOHK"
2020,20200911,17.74,"ABUR"
2020,20200911,17.46,"AQUE"
2020,20200911,17.76,"MOHK"
2020,20200912,17.67,"ABUR"
2020,20200912,17.42,"AQUE"
2020,20200912,17.7,"MOHK"
2020,20200913,18.12,"ABUR"
2020,20200913,17.56,"AQUE"
2020,20200913,18.13,"MOHK"
2020,20200914,18.76,"ABUR"
2020,20200914,18.51,"AQUE"
2020,20200914,18.74,"MOHK"
2020,20200915,19.14,"ABUR"
2020,20200915,18.75,"AQUE"
2020,20200915,19.14,"MOHK"
2020,20200916,19.2,"ABUR"
2020,20200916,18.63,"AQUE"
2020,20200916,19.2,"MOHK"
2020,20200917,19.16,"ABUR"
2020,20200917,18.58,"AQUE"
2020,20200917,19.15,"MOHK"
2020,20200918,19.14,"ABUR"
2020,20200918,18.27,"AQUE"
2020,20200918,19.15,"MOHK"
2020,20200919,19.07,"ABUR"
2020,20200919,17.72,"AQUE"
2020,20200919,19.06,"MOHK"
2020,20200920,18.85,"ABUR"
2020,20200920,17.4,"AQUE"
2020,20200920,18.86,"MOHK"
2020,20200921,18.51,"ABUR"
2020,20200921,17.46,"AQUE"
2020,20200921,18.53,"MOHK"
2020,20200922,18.54,"ABUR"
2020,20200922,17.51,"AQUE"
2020,20200922,18.56,"MOHK"
2020,20200923,18.58,"ABUR"
2020,20200923,17.68,"AQUE"
2020,20200923,18.58,"MOHK"
2020,20200924,18.92,"ABUR"
2020,20200924,17.98,"AQUE"
2020,20200924,18.94,"MOHK"
2020,20200925,19.2,"ABUR"
2020,20200925,18.31,"AQUE"
2020,20200925,19.2,"MOHK"
2020,20200926,19.24,"ABUR"
2020,20200926,18.45,"AQUE"
2020,20200926,19.24,"MOHK"
2020,20200927,19.28,"ABUR"
2020,20200927,18.31,"AQUE"
2020,20200927,19.29,"MOHK"
2020,20200928,20.16,"ABUR"
2020,20200928,19.22,"AQUE"
2020,20200928,20.18,"MOHK"
2020,20200929,19.97,"ABUR"
2020,20200929,19.95,"AQUE"
2020,20200929,19.97,"MOHK"
2020,20200930,19.91,"ABUR"
2020,20200930,19.89,"AQUE"
2020,20200930,19.9,"MOHK"
2020,20201001,20.16,"ABUR"
2020,20201001,20.03,"AQUE"
2020,20201001,20.17,"MOHK"
2020,20201002,20.87,"ABUR"
2020,20201002,19.86,"AQUE"
2020,20201002,20.9,"MOHK"
2020,20201003,21.22,"ABUR"
2020,20201003,19.71,"AQUE"
2020,20201003,21.24,"MOHK"
2020,20201004,21.18,"ABUR"
2020,20201004,19.7,"AQUE"
2020,20201004,21.2,"MOHK"
2020,20201005,20.62,"ABUR"
2020,20201005,19.66,"AQUE"
2020,20201005,20.64,"MOHK"
2020,20201006,20.73,"ABUR"
2020,20201006,20.32,"AQUE"
2020,20201006,20.75,"MOHK"
2020,20201007,20.76,"ABUR"
2020,20201007,20.15,"AQUE"
2020,20201007,20.79,"MOHK"
2020,20201008,20.56,"ABUR"
2020,20201008,20.14,"AQUE"
2020,20201008,20.57,"MOHK"
2020,20201009,20.32,"ABUR"
2020,20201009,19.79,"AQUE"
2020,20201009,20.33,"MOHK"
2020,20201010,20.26,"ABUR"
2020,20201010,19.8,"AQUE"
2020,20201010,20.27,"MOHK"
2020,20201011,20.37,"ABUR"
2020,20201011,19.62,"AQUE"
2020,20201011,20.39,"MOHK"
2020,20201012,20.44,"ABUR"
2020,20201012,19.96,"AQUE"
2020,20201012,20.46,"MOHK"
2020,20201013,20.67,"ABUR"
2020,20201013,20.39,"AQUE"
2020,20201013,20.66,"MOHK"
2020,20201014,20.63,"ABUR"
2020,20201014,20.67,"AQUE"
2020,20201014,20.61,"MOHK"
2020,20201015,20.55,"ABUR"
2020,20201015,20.79,"AQUE"
2020,20201015,20.55,"MOHK"
2020,20201016,20.52,"ABUR"
2020,20201016,20.76,"AQUE"
2020,20201016,20.52,"MOHK"
2020,20201017,20.6,"ABUR"
2020,20201017,20.71,"AQUE"
2020,20201017,20.61,"MOHK"
2020,20201018,20.36,"ABUR"
2020,20201018,20.7,"AQUE"
2020,20201018,20.38,"MOHK"
2020,20201019,19.87,"ABUR"
2020,20201019,20.08,"AQUE"
2020,20201019,19.86,"MOHK"
2020,20201020,19.66,"ABUR"
2020,20201020,19.36,"AQUE"
2020,20201020,19.65,"MOHK"
2020,20201021,19.21,"ABUR"
2020,20201021,18.72,"AQUE"
2020,20201021,19.22,"MOHK"
2020,20201022,18.57,"ABUR"
2020,20201022,18.26,"AQUE"
2020,20201022,18.6,"MOHK"
2020,20201023,18.47,"ABUR"
2020,20201023,17.61,"AQUE"
2020,20201023,18.5,"MOHK"
2020,20201024,18.27,"ABUR"
2020,20201024,16.87,"AQUE"
2020,20201024,18.31,"MOHK"
2020,20201025,17.32,"ABUR"
2020,20201025,16.71,"AQUE"
2020,20201025,17.35,"MOHK"
2020,20201026,16.93,"ABUR"
2020,20201026,16.68,"AQUE"
2020,20201026,16.94,"MOHK"
2020,20201027,16.68,"ABUR"
2020,20201027,16.79,"AQUE"
2020,20201027,16.67,"MOHK"
2020,20201028,16.82,"ABUR"
2020,20201028,16.88,"AQUE"
2020,20201028,16.8,"MOHK"
2020,20201029,17.44,"ABUR"
2020,20201029,17.05,"AQUE"
2020,20201029,17.41,"MOHK"
2020,20201030,17.72,"ABUR"
2020,20201030,17.28,"AQUE"
2020,20201030,17.68,"MOHK"
2020,20201031,17.57,"ABUR"
2020,20201031,17.56,"AQUE"
2020,20201031,17.54,"MOHK"
2020,20201101,17.24,"ABUR"
2020,20201101,17.44,"AQUE"
2020,20201101,17.24,"MOHK"
2020,20201102,17.16,"ABUR"
2020,20201102,17.34,"AQUE"
2020,20201102,17.16,"MOHK"
2020,20201103,17.13,"ABUR"
2020,20201103,17.26,"AQUE"
2020,20201103,17.11,"MOHK"
2020,20201104,16.81,"ABUR"
2020,20201104,17.22,"AQUE"
2020,20201104,16.77,"MOHK"
2020,20201105,17.16,"ABUR"
2020,20201105,17.18,"AQUE"
2020,20201105,17.14,"MOHK"
2020,20201106,17.25,"ABUR"
2020,20201106,17.32,"AQUE"
2020,20201106,17.24,"MOHK"
2020,20201107,17.24,"ABUR"
2020,20201107,17.43,"AQUE"
2020,20201107,17.24,"MOHK"
2020,20201108,16.36,"ABUR"
2020,20201108,16.02,"AQUE"
2020,20201108,16.38,"MOHK"
2020,20201109,15.29,"ABUR"
2020,20201109,14.59,"AQUE"
2020,20201109,15.31,"MOHK"
2020,20201110,14.25,"ABUR"
2020,20201110,14.16,"AQUE"
2020,20201110,14.24,"MOHK"
2020,20201111,14.2,"ABUR"
2020,20201111,14.35,"AQUE"
2020,20201111,14.19,"MOHK"
2020,20201112,14.17,"ABUR"
2020,20201112,14.74,"AQUE"
2020,20201112,14.15,"MOHK"
2020,20201113,14.43,"ABUR"
2020,20201113,14.68,"AQUE"
2020,20201113,14.44,"MOHK"
2020,20201114,14.58,"ABUR"
2020,20201114,13.67,"AQUE"
2020,20201114,14.55,"MOHK"
2020,20201115,14.43,"ABUR"
2020,20201115,13.59,"AQUE"
2020,20201115,14.4,"MOHK"
2020,20201116,14.74,"ABUR"
2020,20201116,14.45,"AQUE"
2020,20201116,14.78,"MOHK"
2020,20201117,15,"ABUR"
2020,20201117,14.68,"AQUE"
2020,20201117,15.03,"MOHK"
2020,20201118,15.03,"ABUR"
2020,20201118,14.84,"AQUE"
2020,20201118,15.04,"MOHK"
2020,20201119,15.1,"ABUR"
2020,20201119,14.56,"AQUE"
2020,20201119,15.09,"MOHK"
2020,20201120,15.14,"ABUR"
2020,20201120,14.71,"AQUE"
2020,20201120,15.15,"MOHK"
2020,20201121,15.17,"ABUR"
2020,20201121,14.87,"AQUE"
2020,20201121,15.17,"MOHK"
2020,20201122,15.06,"ABUR"
2020,20201122,14.81,"AQUE"
2020,20201122,15.07,"MOHK"
2020,20201123,15.17,"ABUR"
2020,20201123,14.56,"AQUE"
2020,20201123,15.17,"MOHK"
2020,20201124,15.19,"ABUR"
2020,20201124,14.44,"AQUE"
2020,20201124,15.18,"MOHK"
2020,20201125,15.11,"ABUR"
2020,20201125,14.44,"AQUE"
2020,20201125,15.11,"MOHK"
2020,20201126,14.98,"ABUR"
2020,20201126,14.38,"AQUE"
2020,20201126,14.99,"MOHK"
2020,20201127,14.89,"ABUR"
2020,20201127,14.32,"AQUE"
2020,20201127,14.9,"MOHK"
2020,20201128,14.78,"ABUR"
2020,20201128,14.48,"AQUE"
2020,20201128,14.78,"MOHK"
2020,20201129,14.75,"ABUR"
2020,20201129,14.51,"AQUE"
2020,20201129,14.74,"MOHK"
2020,20201130,14.6,"ABUR"
2020,20201130,14.48,"AQUE"
2020,20201130,14.59,"MOHK"
2020,20201201,14.53,"ABUR"
2020,20201201,14.36,"AQUE"
2020,20201201,14.52,"MOHK"
2020,20201202,14.48,"ABUR"
2020,20201202,14.36,"AQUE"
2020,20201202,14.46,"MOHK"
2020,20201203,14.42,"ABUR"
2020,20201203,14.29,"AQUE"
2020,20201203,14.39,"MOHK"
2020,20201204,14.41,"ABUR"
2020,20201204,14.32,"AQUE"
2020,20201204,14.41,"MOHK"
2020,20201205,14.62,"ABUR"
2020,20201205,14.3,"AQUE"
2020,20201205,14.62,"MOHK"
2020,20201206,14.65,"ABUR"
2020,20201206,14.28,"AQUE"
2020,20201206,14.64,"MOHK"
2020,20201207,14.58,"ABUR"
2020,20201207,14.31,"AQUE"
2020,20201207,14.58,"MOHK"
2020,20201208,14.42,"ABUR"
2020,20201208,14.28,"AQUE"
2020,20201208,14.45,"MOHK"
2020,20201209,14.44,"ABUR"
2020,20201209,14.23,"AQUE"
2020,20201209,14.45,"MOHK"
2020,20201210,14.45,"ABUR"
2020,20201210,14.09,"AQUE"
2020,20201210,14.45,"MOHK"
2020,20201211,14.27,"ABUR"
2020,20201211,14.02,"AQUE"
2020,20201211,14.28,"MOHK"
2020,20201212,14.29,"ABUR"
2020,20201212,14.07,"AQUE"
2020,20201212,14.3,"MOHK"
2020,20201213,14.46,"ABUR"
2020,20201213,14.1,"AQUE"
2020,20201213,14.48,"MOHK"
2020,20201214,14.72,"ABUR"
2020,20201214,14.07,"AQUE"
2020,20201214,14.74,"MOHK"
2020,20201215,14.64,"ABUR"
2020,20201215,14.04,"AQUE"
2020,20201215,14.65,"MOHK"
2020,20201216,14.44,"ABUR"
2020,20201216,14.29,"AQUE"
2020,20201216,14.44,"MOHK"
2020,20201217,14.38,"ABUR"
2020,20201217,14.38,"AQUE"
2020,20201217,14.38,"MOHK"
2020,20201218,14.29,"ABUR"
2020,20201218,14.41,"AQUE"
2020,20201218,14.27,"MOHK"
2020,20201219,13.84,"ABUR"
2020,20201219,14.31,"AQUE"
2020,20201219,13.86,"MOHK"
2020,20201220,13.96,"ABUR"
2020,20201220,14.37,"AQUE"
2020,20201220,13.99,"MOHK"
2020,20201221,14.24,"ABUR"
2020,20201221,14.32,"AQUE"
2020,20201221,14.23,"MOHK"
2020,20201222,14.34,"ABUR"
2020,20201222,14.41,"AQUE"
2020,20201222,14.32,"MOHK"
2020,20201223,14.35,"ABUR"
2020,20201223,14.4,"AQUE"
2020,20201223,14.33,"MOHK"
2020,20201224,14.35,"ABUR"
2020,20201224,14.17,"AQUE"
2020,20201224,14.34,"MOHK"
2020,20201225,14.25,"ABUR"
2020,20201225,14.22,"AQUE"
2020,20201225,14.24,"MOHK"
2020,20201226,14,"ABUR"
2020,20201226,14.12,"AQUE"
2020,20201226,13.99,"MOHK"
2020,20201227,14.09,"ABUR"
2020,20201227,14.12,"AQUE"
2020,20201227,14.09,"MOHK"
2020,20201228,13.7,"ABUR"
2020,20201228,13.7,"AQUE"
2020,20201228,13.71,"MOHK"
2020,20201229,13.53,"ABUR"
2020,20201229,13.57,"AQUE"
2020,20201229,13.54,"MOHK"
2020,20201230,13.46,"ABUR"
2020,20201230,13.84,"AQUE"
2020,20201230,13.46,"MOHK"
2020,20201231,13.79,"ABUR"
2020,20201231,13.89,"AQUE"
2020,20201231,13.78,"MOHK"
2021,20210101,13.68,"ABUR"
2021,20210101,13.65,"AQUE"
2021,20210101,13.71,"MOHK"
2021,20210102,13.41,"ABUR"
2021,20210102,13.41,"AQUE"
2021,20210102,13.42,"MOHK"
2021,20210103,13.27,"ABUR"
2021,20210103,13.62,"AQUE"
2021,20210103,13.29,"MOHK"
2021,20210104,13.19,"ABUR"
2021,20210104,14.11,"AQUE"
2021,20210104,13.26,"MOHK"
2021,20210105,13.69,"ABUR"
2021,20210105,14.06,"AQUE"
2021,20210105,13.72,"MOHK"
2021,20210106,13.67,"ABUR"
2021,20210106,14.04,"AQUE"
2021,20210106,13.7,"MOHK"
2021,20210107,13.7,"ABUR"
2021,20210107,14.1,"AQUE"
2021,20210107,13.74,"MOHK"
2021,20210108,14,"ABUR"
2021,20210108,13.91,"AQUE"
2021,20210108,14.01,"MOHK"
2021,20210109,13.97,"ABUR"
2021,20210109,13.86,"AQUE"
2021,20210109,13.99,"MOHK"
2021,20210110,13.77,"ABUR"
2021,20210110,13.71,"AQUE"
2021,20210110,13.78,"MOHK"
2021,20210111,13.74,"ABUR"
2021,20210111,13.65,"AQUE"
2021,20210111,13.76,"MOHK"
2021,20210112,13.79,"ABUR"
2021,20210112,13.77,"AQUE"
2021,20210112,13.8,"MOHK"
2021,20210113,13.81,"ABUR"
2021,20210113,13.88,"AQUE"
2021,20210113,13.8,"MOHK"
2021,20210114,13.74,"ABUR"
2021,20210114,13.75,"AQUE"
2021,20210114,13.75,"MOHK"
2021,20210115,14.56,"ABUR"
2021,20210115,14.34,"AQUE"
2021,20210115,14.56,"MOHK"
2021,20210116,14.72,"ABUR"
2021,20210116,14.78,"AQUE"
2021,20210116,14.71,"MOHK"
2021,20210117,14.64,"ABUR"
2021,20210117,14.75,"AQUE"
2021,20210117,14.63,"MOHK"
2021,20210118,14.58,"ABUR"
2021,20210118,14.77,"AQUE"
2021,20210118,14.57,"MOHK"
2021,20210119,14.19,"ABUR"
2021,20210119,14.34,"AQUE"
2021,20210119,14.16,"MOHK"
2021,20210120,13.91,"ABUR"
2021,20210120,13.69,"AQUE"
2021,20210120,13.89,"MOHK"
2021,20210121,14.03,"ABUR"
2021,20210121,13.91,"AQUE"
2021,20210121,14.03,"MOHK"
2021,20210122,14.19,"ABUR"
2021,20210122,14.15,"AQUE"
2021,20210122,14.21,"MOHK"
2021,20210123,13.67,"ABUR"
2021,20210123,13.71,"AQUE"
2021,20210123,13.67,"MOHK"
2021,20210124,13.8,"ABUR"
2021,20210124,13.78,"AQUE"
2021,20210124,13.78,"MOHK"
2021,20210125,13.81,"ABUR"
2021,20210125,13.77,"AQUE"
2021,20210125,13.8,"MOHK"
2021,20210126,13.82,"ABUR"
2021,20210126,13.71,"AQUE"
2021,20210126,13.82,"MOHK"
2021,20210127,13.45,"ABUR"
2021,20210127,12.82,"AQUE"
2021,20210127,13.46,"MOHK"
2021,20210128,12.85,"ABUR"
2021,20210128,12.73,"AQUE"
2021,20210128,12.85,"MOHK"
2021,20210129,12.86,"ABUR"
2021,20210129,12.87,"AQUE"
2021,20210129,12.85,"MOHK"
2021,20210130,12.81,"ABUR"
2021,20210130,12.86,"AQUE"
2021,20210130,12.8,"MOHK"
2021,20210131,12.82,"ABUR"
2021,20210131,12.93,"AQUE"
2021,20210131,12.81,"MOHK"
2021,20210201,13.33,"ABUR"
2021,20210201,13.68,"AQUE"
2021,20210201,13.32,"MOHK"
2021,20210202,13.39,"ABUR"
2021,20210202,13.67,"AQUE"
2021,20210202,13.38,"MOHK"
2021,20210203,13.45,"ABUR"
2021,20210203,13.46,"AQUE"
2021,20210203,13.44,"MOHK"
2021,20210204,13.39,"ABUR"
2021,20210204,13.12,"AQUE"
2021,20210204,13.4,"MOHK"
2021,20210205,13.24,"ABUR"
2021,20210205,13.02,"AQUE"
2021,20210205,13.25,"MOHK"
2021,20210206,13.48,"ABUR"
2021,20210206,13.12,"AQUE"
2021,20210206,13.49,"MOHK"
2021,20210207,13.68,"ABUR"
2021,20210207,13.4,"AQUE"
2021,20210207,13.66,"MOHK"
2021,20210208,13.57,"ABUR"
2021,20210208,13.16,"AQUE"
2021,20210208,13.56,"MOHK"
2021,20210209,13.53,"ABUR"
2021,20210209,13.19,"AQUE"
2021,20210209,13.53,"MOHK"
2021,20210210,13.9,"ABUR"
2021,20210210,13.25,"AQUE"
2021,20210210,13.9,"MOHK"
2021,20210211,13.79,"ABUR"
2021,20210211,13.56,"AQUE"
2021,20210211,13.79,"MOHK"
2021,20210212,13.78,"ABUR"
2021,20210212,13.61,"AQUE"
2021,20210212,13.78,"MOHK"
2021,20210213,13.17,"ABUR"
2021,20210213,12.74,"AQUE"
2021,20210213,13.18,"MOHK"
2021,20210214,12.72,"ABUR"
2021,20210214,12.24,"AQUE"
2021,20210214,12.7,"MOHK"
2021,20210215,12.31,"ABUR"
2021,20210215,12.14,"AQUE"
2021,20210215,12.27,"MOHK"
2021,20210216,12.27,"ABUR"
2021,20210216,11.23,"AQUE"
2021,20210216,12.28,"MOHK"
2021,20210217,12.3,"ABUR"
2021,20210217,11.18,"AQUE"
2021,20210217,12.32,"MOHK"
2021,20210218,12.32,"ABUR"
2021,20210218,11.25,"AQUE"
2021,20210218,12.35,"MOHK"
2021,20210219,12.45,"ABUR"
2021,20210219,11.6,"AQUE"
2021,20210219,12.47,"MOHK"
2021,20210222,12.58,"ABUR"
2021,20210222,12.04,"AQUE"
2021,20210222,12.57,"MOHK"
2021,20210223,12.63,"ABUR"
2021,20210223,12.5,"AQUE"
2021,20210223,12.63,"MOHK"
2021,20210224,12.76,"ABUR"
2021,20210224,12.56,"AQUE"
2021,20210224,12.76,"MOHK"
2021,20210225,13.04,"ABUR"
2021,20210225,12.71,"AQUE"
2021,20210225,13.04,"MOHK"
2021,20210226,13.09,"ABUR"
2021,20210226,12.64,"AQUE"
2021,20210226,13.1,"MOHK"
2021,20210227,12.87,"ABUR"
2021,20210227,12.3,"AQUE"
2021,20210227,12.89,"MOHK"
2021,20210228,12.79,"ABUR"
2021,20210228,12.12,"AQUE"
2021,20210228,12.8,"MOHK"
2021,20210301,12.81,"ABUR"
2021,20210301,12.24,"AQUE"
2021,20210301,12.83,"MOHK"
